ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0450588866,Dolores Claiborne,Stephen King,0,Trafalgar Square,http://images.amazon.com/images/P/0450588866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0450588866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0450588866.01.LZZZZZZZ.jpg
0394490185,Journey,Robert K. Massie,1975,Knopf : distributed by Random House,http://images.amazon.com/images/P/0394490185.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394490185.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394490185.01.LZZZZZZZ.jpg
0804111219,Mercy,Echo Heron,1993,Ivy Books,http://images.amazon.com/images/P/0804111219.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804111219.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804111219.01.LZZZZZZZ.jpg
0345363523,A Prayer for Owen Meany,John Irving,1989,Ballantine Books,http://images.amazon.com/images/P/0345363523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345363523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345363523.01.LZZZZZZZ.jpg
0385319053,The Firm,JOHN GRISHAM,1997,Dell,http://images.amazon.com/images/P/0385319053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385319053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385319053.01.LZZZZZZZ.jpg
0064470598,Jacob Have I Loved,Katherine Paterson,1990,HarperTrophy,http://images.amazon.com/images/P/0064470598.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064470598.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064470598.01.LZZZZZZZ.jpg
0670032573,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,2003,Viking Books,http://images.amazon.com/images/P/0670032573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670032573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670032573.01.LZZZZZZZ.jpg
0452279615,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1997,Plume Books,http://images.amazon.com/images/P/0452279615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452279615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452279615.01.LZZZZZZZ.jpg
0439358078,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2004,Scholastic Paperbacks,http://images.amazon.com/images/P/0439358078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439358078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439358078.01.LZZZZZZZ.jpg
0553473298,Outlander,DIANA GABALDON,1994,Random House Audio,http://images.amazon.com/images/P/0553473298.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553473298.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553473298.01.LZZZZZZZ.jpg
1402528957,Unnatural Exposure,Patricia Cornwell,2002,Recorded Books,http://images.amazon.com/images/P/1402528957.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1402528957.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1402528957.01.LZZZZZZZ.jpg
0743490304,Deception Point,Dan Brown,2003,Atria,http://images.amazon.com/images/P/0743490304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743490304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743490304.01.LZZZZZZZ.jpg
1587881969,Betrayal in Death,J. D. Robb,2001,Brilliance Audio,http://images.amazon.com/images/P/1587881969.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1587881969.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1587881969.01.LZZZZZZZ.jpg
0451185870,Homecoming,Susan Bowden,1995,Signet Book,http://images.amazon.com/images/P/0451185870.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451185870.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451185870.01.LZZZZZZZ.jpg
087131763X,Dr. Atkins' New Diet Revolution,"Robert C., Md. Atkins",1994,"Evans, M. Co",http://images.amazon.com/images/P/087131763X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/087131763X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/087131763X.01.LZZZZZZZ.jpg
0843945524,Paradise,Madeline Baker,1999,Leisure Books,http://images.amazon.com/images/P/0843945524.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843945524.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843945524.01.LZZZZZZZ.jpg
006017322X,To Kill a Mockingbird,Harper Lee,1995,HarperCollins Publishers,http://images.amazon.com/images/P/006017322X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006017322X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006017322X.01.LZZZZZZZ.jpg
0399529209,Lord of the Flies,William Golding,2003,Perigee Books,http://images.amazon.com/images/P/0399529209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399529209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399529209.01.LZZZZZZZ.jpg
0743467256,Temptation,Jude Deveraux,2003,Pocket,http://images.amazon.com/images/P/0743467256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743467256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743467256.01.LZZZZZZZ.jpg
0670809381,Echoes,Maeve Binchy,1986,Penguin USA,http://images.amazon.com/images/P/0670809381.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670809381.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670809381.01.LZZZZZZZ.jpg
0758204779,Temptation,Sherryl Woods,1996,Kensington Books,http://images.amazon.com/images/P/0758204779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0758204779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0758204779.01.LZZZZZZZ.jpg
0312252943,Welcome to Temptation,Jennifer Crusie,2000,St. Martin's Press,http://images.amazon.com/images/P/0312252943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312252943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312252943.01.LZZZZZZZ.jpg
0394815009,The Phantom Tollbooth,NORTON JUSTER,1961,Random House Books for Young Readers,http://images.amazon.com/images/P/0394815009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394815009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394815009.01.LZZZZZZZ.jpg
0394561104,Sphere,Michael Crichton,1987,Alfred A. Knopf,http://images.amazon.com/images/P/0394561104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394561104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394561104.01.LZZZZZZZ.jpg
0345448219,Kaleidoscope,DOROTHY GILMAN,2003,Ballantine Books,http://images.amazon.com/images/P/0345448219.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345448219.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345448219.01.LZZZZZZZ.jpg
0571129498,The Loop,Joe Coomer,1992,Farrar Straus &amp; Giroux,http://images.amazon.com/images/P/0571129498.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571129498.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571129498.01.LZZZZZZZ.jpg
0743467361,Smart Women,Judy Blume,2003,Pocket,http://images.amazon.com/images/P/0743467361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743467361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743467361.01.LZZZZZZZ.jpg
0330480987,Riptide,James Humphreys,2002,Pan Macmillan,http://images.amazon.com/images/P/0330480987.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330480987.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330480987.01.LZZZZZZZ.jpg
0099914700,Saint Maybe,Anne Tyler,0,Trafalgar Square,http://images.amazon.com/images/P/0099914700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0099914700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0099914700.01.LZZZZZZZ.jpg
0446364673,The Gift,Kirk Douglas,1993,Warner Books,http://images.amazon.com/images/P/0446364673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364673.01.LZZZZZZZ.jpg
0831727527,Gerald's Game,Stephen King,1994,Smithmark Pub,http://images.amazon.com/images/P/0831727527.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0831727527.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0831727527.01.LZZZZZZZ.jpg
B0001PIOX4,Fahrenheit 451,Ray Bradbury,1993,Simon &amp; Schuster,http://images.amazon.com/images/P/B0001PIOX4.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B0001PIOX4.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B0001PIOX4.01.LZZZZZZZ.jpg
0553525131,The Return Journey,Maeve Binchy,1998,Random House Audio Publishing Group,http://images.amazon.com/images/P/0553525131.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553525131.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553525131.01.LZZZZZZZ.jpg
055347331X,Voyager,DIANA GABALDON,1994,Random House Audio,http://images.amazon.com/images/P/055347331X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055347331X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055347331X.01.LZZZZZZZ.jpg
B00001IVC7,Desperation,Stephen King,1996,Viking Press,http://images.amazon.com/images/P/B00001IVC7.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B00001IVC7.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B00001IVC7.01.LZZZZZZZ.jpg
0060804548,When the Wind Blows,Cyril Hare,1978,HarperCollins (paper),http://images.amazon.com/images/P/0060804548.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060804548.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060804548.01.LZZZZZZZ.jpg
0142302317,Tales of a Fourth Grade Nothing,Judy Blume,2003,Puffin Books,http://images.amazon.com/images/P/0142302317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142302317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142302317.01.LZZZZZZZ.jpg
0373107455,Coming Home,Alison Fraser,1984,Harlequin,http://images.amazon.com/images/P/0373107455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373107455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373107455.01.LZZZZZZZ.jpg
0590453866,Beach House,R. L. Stine,1992,Scholastic,http://images.amazon.com/images/P/0590453866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590453866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590453866.01.LZZZZZZZ.jpg
0671469525,Stillwatch,Mary Higgins Clark,1984,Bookthrift Co,http://images.amazon.com/images/P/0671469525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671469525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671469525.01.LZZZZZZZ.jpg
0590406280,Journey,Joyce Carol Thomas,1990,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590406280.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590406280.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590406280.01.LZZZZZZZ.jpg
0140259627,How Stella Got Her Groove Back,Terry McMillan,1997,Penguin Books Ltd,http://images.amazon.com/images/P/0140259627.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140259627.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140259627.01.LZZZZZZZ.jpg
B00006H3BO,1984,George Orwell,0,"RosettaBooks, LLC",http://images.amazon.com/images/P/B00006H3BO.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B00006H3BO.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B00006H3BO.01.LZZZZZZZ.jpg
0345293568,Beloved,Bertrice Small,1983,Ballantine Books,http://images.amazon.com/images/P/0345293568.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345293568.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345293568.01.LZZZZZZZ.jpg
2253006734,Rebecca,DaphnÃ?Â© Du Maurier,1971,LGF,http://images.amazon.com/images/P/2253006734.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253006734.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253006734.01.LZZZZZZZ.jpg
0694524379,Prodigal Summer,Barbara Kingsolver,2000,HarperAudio,http://images.amazon.com/images/P/0694524379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0694524379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0694524379.01.LZZZZZZZ.jpg
0593045254,The Smoke Jumper,Nicholas Evans,2001,Bantam Press,http://images.amazon.com/images/P/0593045254.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0593045254.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0593045254.01.LZZZZZZZ.jpg
0449231666,Homecoming,N. Lofts,1977,Fawcett Books,http://images.amazon.com/images/P/0449231666.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449231666.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449231666.01.LZZZZZZZ.jpg
0553526375,Carnal Innocence,Nora Roberts,1999,Random House Audio Publishing Group,http://images.amazon.com/images/P/0553526375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553526375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553526375.01.LZZZZZZZ.jpg
0553801163,Sacred Sins,Nora Roberts,2000,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553801163.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553801163.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553801163.01.LZZZZZZZ.jpg
0671779729,Schindler's List,Thomas Keneally,1992,Touchstone,http://images.amazon.com/images/P/0671779729.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671779729.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671779729.01.LZZZZZZZ.jpg
0140154973,Harvest,Celia Brayfield,1996,Penguin Books Ltd,http://images.amazon.com/images/P/0140154973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140154973.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140154973.01.LZZZZZZZ.jpg
0385295278,Fine Things,Danielle Steel,1987,Delacorte Press,http://images.amazon.com/images/P/0385295278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385295278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385295278.01.LZZZZZZZ.jpg
0553470698,A Time to Kill,JOHN GRISHAM,1992,Random House Audio,http://images.amazon.com/images/P/0553470698.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553470698.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553470698.01.LZZZZZZZ.jpg
0385310382,Heartbreaker,Karen Robards,1997,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385310382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385310382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385310382.01.LZZZZZZZ.jpg
1551665352,Remember Me,Sharon Sala,1999,Mira,http://images.amazon.com/images/P/1551665352.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551665352.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551665352.01.LZZZZZZZ.jpg
0808517635,Different Seasons,Stephen King,1999,Sagebrush Bound,http://images.amazon.com/images/P/0808517635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0808517635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0808517635.01.LZZZZZZZ.jpg
0345418913,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1997,Ballantine Books,http://images.amazon.com/images/P/0345418913.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345418913.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345418913.01.LZZZZZZZ.jpg
0385324103,The Long Road Home,Danielle Steel,1998,Delacorte Press,http://images.amazon.com/images/P/0385324103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385324103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385324103.01.LZZZZZZZ.jpg
0817221999,Wuthering Heights,Emily Bronte,1988,Steck-Vaughn,http://images.amazon.com/images/P/0817221999.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0817221999.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0817221999.01.LZZZZZZZ.jpg
0553057626,Dark Angel,Sally Beauman,1990,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553057626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553057626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553057626.01.LZZZZZZZ.jpg
0739408011,Carolina Moon,Nora Roberts,0,Putnams G P Sons,http://images.amazon.com/images/P/0739408011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739408011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739408011.01.LZZZZZZZ.jpg
157566335X,When the Wind Blows,Zachary Alan Fox,1998,Kensington Publishing Corp.,http://images.amazon.com/images/P/157566335X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/157566335X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/157566335X.01.LZZZZZZZ.jpg
0385308426,Cold Sassy Tree,Olive Ann Burns,1992,Delacorte Press,http://images.amazon.com/images/P/0385308426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385308426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385308426.01.LZZZZZZZ.jpg
0553450530,The Bourne Identity,Robert Ludlum,1987,Random House Audio,http://images.amazon.com/images/P/0553450530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553450530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553450530.01.LZZZZZZZ.jpg
0881030317,Lord of the Flies,William Golding,1999,Sagebrush Bound,http://images.amazon.com/images/P/0881030317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0881030317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0881030317.01.LZZZZZZZ.jpg
0671045857,The Girl Who Loved Tom Gordon,Stephen King,1999,Audioworks,http://images.amazon.com/images/P/0671045857.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671045857.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671045857.01.LZZZZZZZ.jpg
2277218669,Christine,Stephen King,0,Jai Lu French,http://images.amazon.com/images/P/2277218669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2277218669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2277218669.01.LZZZZZZZ.jpg
2226066047,Dolores Claiborne,Stephen King,1993,Albin Michel,http://images.amazon.com/images/P/2226066047.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2226066047.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2226066047.01.LZZZZZZZ.jpg
0140094199,When the Wind Blows,Raymond Briggs,1982,Penguin USA,http://images.amazon.com/images/P/0140094199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140094199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140094199.01.LZZZZZZZ.jpg
0425193799,Tales of a Fourth Grade Nothing,Judy Blume,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425193799.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425193799.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425193799.01.LZZZZZZZ.jpg
0553474286,The Horse Whisperer,Nicholas Evans,1995,Random House Audio,http://images.amazon.com/images/P/0553474286.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553474286.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553474286.01.LZZZZZZZ.jpg
0553472828,The Runaway Jury,John Grisham,1996,Random House Audio,http://images.amazon.com/images/P/0553472828.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553472828.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553472828.01.LZZZZZZZ.jpg
0671582321,Ashes to Ashes,Tami Hoag,1999,Audioworks,http://images.amazon.com/images/P/0671582321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671582321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671582321.01.LZZZZZZZ.jpg
0751529028,Harvest,Celia Brayfield,2002,Trafalgar Square,http://images.amazon.com/images/P/0751529028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0751529028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0751529028.01.LZZZZZZZ.jpg
0312864035,The Gift,Patrick O'Leary,1998,Tor Books,http://images.amazon.com/images/P/0312864035.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312864035.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312864035.01.LZZZZZZZ.jpg
0896216365,No Greater Love,Frank Gill Slaughter,1985,Thorndike Pr,http://images.amazon.com/images/P/0896216365.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0896216365.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0896216365.01.LZZZZZZZ.jpg
0671043080,Jewel,Bret Lott,1999,Audioworks,http://images.amazon.com/images/P/0671043080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671043080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671043080.01.LZZZZZZZ.jpg
0553199439,The Bourne Ultimatum,Robert Ludlum,1991,Bantam Books,http://images.amazon.com/images/P/0553199439.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553199439.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553199439.01.LZZZZZZZ.jpg
B0001FZGBC,In Her Shoes : A Novel,Jennifer Weiner,2002,Atria Books,http://images.amazon.com/images/P/B0001FZGBC.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B0001FZGBC.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B0001FZGBC.01.LZZZZZZZ.jpg
0613174208,One True Thing,Anna Quindlen,1999,Sagebrush Bound,http://images.amazon.com/images/P/0613174208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613174208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613174208.01.LZZZZZZZ.jpg
044661405X,The Wedding,Nicholas Sparks,2004,Warner,http://images.amazon.com/images/P/044661405X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044661405X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044661405X.01.LZZZZZZZ.jpg
1586214055,Four Blind Mice,James Patterson,2002,Time Warner Audio Major,http://images.amazon.com/images/P/1586214055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1586214055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1586214055.01.LZZZZZZZ.jpg
B00006JO6O,The Last Precinct,Patricia Daniels Cornwell,2000,Putnam Pub Group,http://images.amazon.com/images/P/B00006JO6O.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B00006JO6O.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B00006JO6O.01.LZZZZZZZ.jpg
0553479318,Granny Dan,DANIELLE STEEL,1999,Random House Audio,http://images.amazon.com/images/P/0553479318.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553479318.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553479318.01.LZZZZZZZ.jpg
0739301047,Blessings,Anna Quindlen,2002,Random House Audio Publishing Group,http://images.amazon.com/images/P/0739301047.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739301047.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739301047.01.LZZZZZZZ.jpg
0553115715,Bittersweet,Janis Flores,1978,Bantam Books,http://images.amazon.com/images/P/0553115715.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553115715.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553115715.01.LZZZZZZZ.jpg
0375416048,Bridget Jones: The Edge of Reason,Helen Fielding,2000,Random House Audio,http://images.amazon.com/images/P/0375416048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375416048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375416048.01.LZZZZZZZ.jpg
0385337663,Summer Sisters,JUDY BLUME,2003,Delta,http://images.amazon.com/images/P/0385337663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385337663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385337663.01.LZZZZZZZ.jpg
0385335989,Drums of Autumn,DIANA GABALDON,2001,Delta,http://images.amazon.com/images/P/0385335989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335989.01.LZZZZZZZ.jpg
037570437X,Snow Falling on Cedars,David Gutterson,1998,Random House (P),http://images.amazon.com/images/P/037570437X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037570437X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037570437X.01.LZZZZZZZ.jpg
0785764836,Insomnia,Stephen King,1999,Sagebrush Bound,http://images.amazon.com/images/P/0785764836.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785764836.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785764836.01.LZZZZZZZ.jpg
039527222X,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,1988,Houghton Mifflin,http://images.amazon.com/images/P/039527222X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039527222X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039527222X.01.LZZZZZZZ.jpg
1851587217,A Time to Kill,Douglas Skelton,1996,Trafalgar Square Publishing,http://images.amazon.com/images/P/1851587217.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1851587217.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1851587217.01.LZZZZZZZ.jpg
0679452664,Airframe,MICHAEL CRICHTON,1996,Random House Audio,http://images.amazon.com/images/P/0679452664.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679452664.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679452664.01.LZZZZZZZ.jpg
0446314862,To Kill a Mockingbird,Harper Lee,1982,Not Avail,http://images.amazon.com/images/P/0446314862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446314862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446314862.01.LZZZZZZZ.jpg
055356160x,Cry Wolf,TAMI HOAG,1993,Bantam,http://images.amazon.com/images/P/055356160X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.LZZZZZZZ.jpg
067976402x,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,http://images.amazon.com/images/P/067976402X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.LZZZZZZZ.jpg
0804830363,Bittersweet,Leslie Li,1994,Tuttle Publishing,http://images.amazon.com/images/P/0804830363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804830363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804830363.01.LZZZZZZZ.jpg
0399132635,Watchers,Dean R. Koontz,1987,Putnam Pub Group,http://images.amazon.com/images/P/0399132635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399132635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399132635.01.LZZZZZZZ.jpg
